CODIGO_MODULAR,NOMBRE_INSTITUCION,NUMERO_FYA,LATITUD,LONGITUD,ALTITUD_MSNM,Y1_ILA,Y2_TD,Y3_PR,X1_NVC,X2_TR,X4_IDD,X5_ED,X6_CDD,X10_IE,X11_RED,X12_TOE,X15_MEIB,Y1_ILA_ZSCORE,Y2_TD_ZSCORE,Y3_PR_ZSCORE,X1_NVC_ZSCORE,X4_IDD_ZSCORE,X5_ED_ZSCORE,X6_CDD_ZSCORE,X10_IE_ZSCORE,X11_RED_ZSCORE,FECHA_CALCULO,X13_TMATRC,X13_TMATRC_CATEGORIA,X13_TMATRC_MANN_KENDALL_P
3916573,VIRGEN DE LAS MERCEDES,48,-4.880568,-80.14513,190.0,1.6679,0.16460000000000005,,,2,,0.2499999999999999,,,9.0,1,0.0,,,,,,,,,9.0,2025-08-10 03:01:01,0.0,ESTABLE,1.0
838455,HUARAC HUARAN,54,-9.234663,-77.96693,3591.0,1.3411,0.10715000000000004,,,2,,0.2499999999999999,,,12.0,1,0.0,,,,,,,,,12.0,2025-08-10 03:01:01,0.0,ESTABLE,1.0
3891735,MARIA AUXILIADORA,48,-4.84999,-80.18052,168.0,1.6679,0.16460000000000005,,,2,,0.2499999999999999,,,9.0,1,0.0,,,,,,,,,9.0,2025-08-10 03:01:01,-0.4,ESTABLE,0.7071142312899614
1315084,86548 JOSE MARIA VELAZ,54,-9.2117,-77.9645,2956.0,1.1856356685416516,0.10415000000000012,,,2,,0.5333333333333333,,,11.153846153846152,4,1.0,,,,,,,,,11.153846153846153,2025-08-10 03:01:01,1.0,ESTABLE,0.1328549557310538
414987,86548 JOSE MARIA VELAZ,54,-9.2117,-77.9645,2956.0,1.3411,0.10715000000000004,,,2,,0.8,,,12.2,3,1.0,,,,,,,,,12.2,2025-08-10 03:01:01,-5.5,ESTABLE,0.0602891739906021
1376268,86548 JOSE MARIA VELAZ,54,-9.2117,-77.9645,2956.0,1.3411,0.10715000000000004,,,2,,0.5,,,21.5,3,1.0,,,,,,,,,21.5,2025-08-10 03:01:01,0.0,ESTABLE,1.0
415059,86731,54,-9.190619,-77.99803,2900.0,1.3411,0.10715000000000004,,,2,,1.0,,,7.0,1,1.0,,,,,,,,,7.0,2025-08-10 03:01:01,0.3333333333333333,ESTABLE,0.8509806870320558
1633189,86769 ABRAHAM VALDELOMAR,54,-9.191896,-77.98308,3443.0,1.1333333333333333,0.10860000000000013,,,2,,0.5,,,5.125,4,1.0,,,,,,,,,5.125,2025-08-10 03:01:01,-2.8,ESTABLE,0.2596563563704501
415117,86769 ABRAHAM VALDELOMAR,54,-9.191896,-77.98308,3443.0,1.3411,0.10715000000000004,,,2,,0.3333333333333333,,,12.0,3,1.0,,,,,,,,,12.0,2025-08-10 03:01:01,-2.333333333333333,ESTABLE,0.1328549557310538
1608132,86769 ABRAHAM VALDELOMAR,54,-9.191896,-77.98308,3443.0,1.3411,0.10715000000000004,,,2,,0.0,,,7.5,3,1.0,,,,,,,,,7.5,2025-08-10 03:01:01,0.3333333333333333,ESTABLE,1.0
415141,86783,54,-9.191011,-78.0417,1597.0,1.3411,0.10715000000000004,,,2,,0.0,,,15.25,3,1.0,,,,,,,,,15.25,2025-08-10 03:01:01,-2.0,ESTABLE,0.1884860380673747
1376300,86783,54,-9.191011,-78.0417,1597.0,1.3411,0.10715000000000004,,,2,,0.6,,,11.555555555555555,4,1.0,,,,,,,,,11.555555555555555,2025-08-10 03:01:01,6.6,CRECIMIENTO_SIGNIFICATIVO,0.0387775043923066
520221,86809,54,-9.23742,-77.9687,3625.0,1.4172913543228385,-0.005499999999999977,,,2,,1.0,,,8.0,3,1.0,,,,,,,,,8.0,2025-08-10 03:01:01,-2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.008534920414227
818682,87009-01,54,-9.199093,-78.02747,1820.0,1.3411,0.10715000000000004,,,2,,0.6666666666666666,,,18.25,3,1.0,,,,,,,,,18.25,2025-08-10 03:01:01,2.2,ESTABLE,0.1328549557310538
1551944,87009-01,54,-9.199093,-78.02747,1820.0,1.3411,0.10715000000000004,,,2,,0.0,,,14.0,3,1.0,,,,,,,,,14.0,2025-08-10 03:01:01,2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.0241705471745452
1376318,88247 SAN ENRIQUE,54,-9.201528,-77.99841,2345.0,1.4193548387096773,0.14715000000000003,,,2,,0.0,,,14.0,1,1.0,,,,,,,,,14.0,2025-08-10 03:01:01,-1.6666666666666667,ESTABLE,0.1884860380673747
541201,88247 SAN ENRIQUE,54,-9.201528,-77.99841,2345.0,1.3411,0.10715000000000004,,,2,,1.0,,,14.5,3,1.0,,,,,,,,,14.5,2025-08-10 03:01:01,-1.8,ESTABLE,0.1884860380673747
686386,88327,54,-9.205055,-77.97856,2777.0,1.2242071793155385,0.18129999999999988,,,2,,1.0,,,13.5,3,1.0,,,,,,,,,13.5,2025-08-10 03:01:01,0.0,ESTABLE,0.4523703606773608
1306182,852,47,-4.203145,-73.47933,98.0,1.418,0.10235000000000002,,,2,,0.2499999999999999,,,5.0,1,0.0,,,,,,,,,5.0,2025-08-10 03:01:01,-0.5,ESTABLE,0.8509806870320558
1200906,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,-13.6765,-71.6756,3123.0,1.7418,0.2220999999999999,,,1,,0.4090909090909091,,,13.4,4,2.0,,,,,,,,,13.4,2025-08-10 03:01:01,0.0,ESTABLE,1.0
409797,50504,44,-13.64324,-71.54927,3813.0,1.4558823529411766,0.14294999999999985,,,2,,0.3333333333333333,,,14.666666666666666,4,1.0,,,,,,,,,14.666666666666666,2025-08-10 03:01:01,-7.666666666666667,DECRECIMIENTO_SIGNIFICATIVO,0.0145950349193166
410118,50536,44,-13.6226,-71.6391,3836.0,1.25,0.24589999999999976,,,2,,0.3333333333333333,,,13.0,3,1.0,,,,,,,,,13.0,2025-08-10 03:01:01,-3.0,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227
933937,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,-13.67716,-71.67811,3148.0,1.7418,0.2220999999999999,,,1,,0.5,,,19.0,4,2.0,,,,,,,,,19.0,2025-08-10 03:01:01,-0.7999999999999999,,
933960,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,-13.67716,-71.67811,3148.0,1.7418,0.2220999999999999,,,1,,0.3684210526315789,,,19.789473684210527,4,2.0,,,,,,,,,19.789473684210527,2025-08-10 03:01:01,-9.0,ESTABLE,0.1328549557310538
410316,50558,44,-13.51888,-71.44861,3532.0,1.8414955239599788,0.27315000000000006,,,2,,0.5,,,10.0,3,1.0,,,,,,,,,10.0,2025-08-10 03:01:01,-8.0,ESTABLE,0.0602891739906021
1062058,501344,44,-13.5649,-71.396,3851.0,1.4523809523809523,0.19604999999999978,,,2,,0.5,,,7.5,2,1.0,,,,,,,,,7.5,2025-08-10 03:01:01,-1.8,CAMBIO_LEVE_SIGNIFICATIVO,0.0145950349193166
409706,50495,44,-13.5485,-71.45596,3301.0,1.7061925199264256,0.07960000000000025,,,2,,0.6666666666666666,,,15.666666666666666,3,1.0,,,,,,,,,15.666666666666666,2025-08-10 03:01:01,-2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.0145950349193166
410100,50535,44,-13.59216,-71.65474,3905.0,1.2214285714285715,0.2601999999999999,,,2,,0.4285714285714285,,,13.428571428571429,3,1.0,,,,,,,,,13.428571428571429,2025-08-10 03:01:01,-4.0,ESTABLE,0.090873939986249
204933,50715,44,-13.59988,-71.45402,3609.0,1.5,0.33335000000000004,,,2,,1.0,,,8.0,1,1.0,,,,,,,,,8.0,2025-08-10 03:01:01,-2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.008534920414227
519793,50912,44,-13.6172,-71.57626,3933.0,1.2431818181818182,0.24929999999999972,,,2,,0.6666666666666666,,,8.666666666666666,3,1.0,,,,,,,,,8.666666666666666,2025-08-10 03:01:01,-0.8,ESTABLE,0.1884860380673747
592428,50976,44,-13.5793,-71.63905,4063.0,1.2549668874172184,0.24339999999999998,,,2,,1.0,,,14.666666666666666,3,1.0,,,,,,,,,14.666666666666666,2025-08-10 03:01:01,-1.6666666666666667,ESTABLE,0.1884860380673747
205716,50796,44,-13.62978,-71.15881,4403.0,1.1746794871794872,0.2835499999999999,,,2,,0.5,,,15.5,2,1.0,,,,,,,,,15.5,2025-08-10 03:01:01,-0.8,ESTABLE,0.4523703606773608
409672,50492 CORAZON DE JESUS,44,-13.6293,-71.3851,3545.0,1.661229919678715,0.21924999999999983,,,1,,0.3809523809523809,,,19.33333333333333,4,2.0,,,,,,,,,19.333333333333332,2025-08-10 03:01:01,-3.5,ESTABLE,0.0602891739906021
410225,50547,44,-13.7299,-71.3744,4058.0,1.4246132446098612,0.0177500000000001,,,2,,0.3333333333333333,,,13.666666666666666,3,1.0,,,,,,,,,13.666666666666666,2025-08-10 03:01:01,-6.5,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227
410233,50550,44,-13.6302,-71.27,3950.0,1.5,0.41664999999999996,,,2,,0.3333333333333333,,,9.333333333333334,3,1.0,,,,,,,,,9.333333333333334,2025-08-10 03:01:01,0.5,ESTABLE,0.5730251193553904
410258,50552 TUPAC AMARU II,44,-13.71458,-71.46204,3990.0,1.264831157076495,0.18729999999999983,,,2,,0.25,,,11.571428571428571,3,1.0,,,,,,,,,11.571428571428571,2025-08-10 03:01:01,-4.666666666666667,ESTABLE,0.0602891739906021
410266,50553,44,-13.67753,-71.2426,4150.0,1.483565107458913,0.04685000000000025,,,2,,1.0,,,6.0,1,1.0,,,,,,,,,6.0,2025-08-10 03:01:01,-5.0,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227
204974,50719 VIRGEN DEL CARMEN,44,-13.66704,-71.31985,3771.0,1.3866016260162601,0.4086499999999999,,,2,,0.5333333333333333,,,19.933333333333334,4,2.0,,,,,,,,,19.933333333333334,2025-08-10 03:01:01,2.0,ESTABLE,0.4523703606773608
205401,50765,44,-13.70297,-71.36623,3955.0,1.3929539295392954,0.39514999999999995,,,2,,1.0,,,9.0,2,1.0,,,,,,,,,9.0,2025-08-10 03:01:01,-2.333333333333333,DECRECIMIENTO_SIGNIFICATIVO,0.0241705471745452
487140,50854,44,-13.68158,-71.39118,3924.0,1.5666666666666667,0.33809999999999973,,,2,,0.5,,,8.5,2,1.0,,,,,,,,,8.5,2025-08-10 03:01:01,-5.5,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227
592543,50977,44,-13.6729,-71.3415,3770.0,1.5282278313730673,0.06600000000000003,,,2,,0.6666666666666666,,,17.0,3,1.0,,,,,,,,,17.0,2025-08-10 03:01:01,-4.0,DECRECIMIENTO_SIGNIFICATIVO,0.0241705471745452
428714,36153 SAYRI TUPAC,79,-12.8025,-74.5375,3405.0,1.5003,0.03204999999999984,,,2,,1.0,,,12.5,3,1.0,,,,,,,,,12.5,2025-08-10 03:01:01,-0.8095238095238095,ESTABLE,0.2206713619198468
600692,NUESTRA SEÑORA DE LA CANDELARIA,79,-12.83916,-74.57049,3440.0,1.5003,0.03204999999999984,,,1,,0.4444444444444444,,,7.571428571428571,4,2.0,,,,,,,,,7.571428571428571,2025-08-10 03:01:01,-5.354761904761906,DECRECIMIENTO_SIGNIFICATIVO,0.0274863361115103
421594,130,79,-12.9167,-74.4666,3360.0,1.5003,0.03204999999999984,,,2,,1.0,,,11.0,3,2.0,,,,,,,,,11.0,2025-08-10 03:01:01,1.8,ESTABLE,0.1884860380673747
633040,156,79,-12.8768,-74.487,3478.0,1.5003,0.03204999999999984,,,2,,0.5,,,9.0,3,2.0,,,,,,,,,9.0,2025-08-10 03:01:01,0.4,ESTABLE,0.4523703606773608
420380,36161 SAN VICENTE DE PAUL,79,-12.9179,-74.4644,3375.0,1.4575396825396825,0.021399999999999985,,,2,,0.6666666666666666,,,11.0,3,1.0,,,,,,,,,11.0,2025-08-10 03:01:01,-2.0,ESTABLE,0.090873939986249
420406,36163 JAVIER HERAUD PEREZ,79,-12.90297,-74.4938,3127.0,1.3181818181818183,0.03204999999999984,,,2,,1.0,,,10.0,3,1.0,,,,,,,,,10.0,2025-08-10 03:01:01,0.6,ESTABLE,0.2596563563704501
1060276,CORAS,79,-12.8736,-74.4846,3472.0,1.3790849673202612,-0.028550000000000082,,,2,,0.2777777777777778,,,6.333333333333333,4,1.0,,,,,,,,,6.333333333333333,2025-08-10 03:01:01,2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.0241705471745452
420430,36166 HEROES 29 DE AGOSTO,79,-12.8897,-74.3996,3386.0,1.440572977158343,0.029849999999999936,,,2,,1.0,,,12.75,3,1.0,,,,,,,,,12.75,2025-08-10 03:01:01,-1.0,ESTABLE,0.4523703606773608
420448,36167,79,-12.84032,-74.41306,3353.0,1.5003,0.03204999999999984,,,2,,1.0,,,8.0,1,1.0,,,,,,,,,8.0,2025-08-10 03:01:01,-2.25,ESTABLE,0.4523703606773608
420562,36201 NUESTRA SEÑORA DEL ROSARIO,79,-12.9072,-74.4334,3243.0,1.5003,0.03204999999999984,,,2,,1.0,,,8.0,1,2.0,,,,,,,,,8.0,2025-08-10 03:01:01,-0.2,ESTABLE,0.2596563563704501
740365,RAMON CASTILLA MARQUEZADO,79,-12.8876,-74.398,3370.0,1.5049088359046285,-0.0023000000000001574,,,2,,0.4444444444444444,,,7.333333333333333,4,1.0,,,,,,,,,7.333333333333333,2025-08-10 03:01:01,-2.25,ESTABLE,0.1328549557310538
686741,177,79,-12.8508,-74.5382,3354.0,1.5003,0.03204999999999984,,,2,,0.5,,,9.0,3,2.0,,,,,,,,,9.0,2025-08-10 03:01:01,-4.25,ESTABLE,0.090873939986249
428771,36173 SANTIAGO ANTUNEZ DE MAYOLO,79,-12.8506,-74.538,3351.0,1.6576576576576576,0.11075000000000006,,,2,,0.8333333333333334,,,12.333333333333334,4,2.0,,,,,,,,,12.333333333333334,2025-08-10 03:01:01,-0.3333333333333333,ESTABLE,0.4523703606773608
687194,36465 MICAELA BASTIDAS PUYUCAHUA,79,-12.8618,-74.5052,3568.0,1.5003,0.03204999999999984,,,2,,1.0,,,9.0,1,2.0,,,,,,,,,9.0,2025-08-10 03:01:01,-0.25,ESTABLE,0.8509806870320558
579987,JORGE CHAVEZ,79,-12.8506,-74.5385,3354.0,1.3561030235162377,0.07209999999999998,,,2,,0.3809523809523809,,,4.842105263157895,4,1.0,,,,,,,,,4.842105263157895,2025-08-10 03:01:01,-11.2,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227
1320001,601614,47,-3.906227,-73.4136,104.0,1.888888888888889,0.10234999999999995,,,2,,1.0,,,9.0,1,0.0,,,,,,,,,9.0,2025-08-10 03:01:01,-0.4,ESTABLE,0.5730251193553904
721639,404,47,-3.90885,-73.33874,103.0,1.418,0.10235000000000002,,,2,,0.2499999999999999,,,6.0,1,0.0,,,,,,,,,6.0,2025-08-10 03:01:01,-0.25,ESTABLE,0.347558036741169
721647,405,47,-4.230595,-73.48736,96.0,1.418,0.10235000000000002,,,2,,0.35,,,26.0,4,0.0,,,,,,,,,26.0,2025-08-10 03:01:01,0.0,ESTABLE,1.0
738203,475,47,-3.94947,-73.36164,121.0,1.418,0.10235000000000002,,,2,,0.2499999999999999,,,6.5,4,0.0,,,,,,,,,6.5,2025-08-10 03:01:01,-2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.0145950349193166
1151331,536 MI CASITA DEL SABER,47,-4.012181,-73.43333,139.0,1.418,0.10235000000000002,,,2,,0.8,,,17.666666666666668,4,0.0,,,,,,,,,17.666666666666668,2025-08-10 03:01:01,3.5,ESTABLE,0.2596563563704501
1151414,538,47,-4.092448,-73.45277,99.0,1.418,0.10235000000000002,,,2,,0.35,,,17.5,4,0.0,,,,,,,,,17.5,2025-08-10 03:01:01,-5.4,ESTABLE,0.0602891739906021
1152057,604,47,-4.071599,-73.44553,100.0,1.418,0.10235000000000002,,,2,,0.8,,,12.0,3,0.0,,,,,,,,,12.0,2025-08-10 03:01:01,-2.333333333333333,DECRECIMIENTO_SIGNIFICATIVO,0.0145950349193166
1152255,656,47,-3.97829,-73.38414,107.0,1.418,0.10235000000000002,,,2,,0.2499999999999999,,,6.0,1,0.0,,,,,,,,,6.0,2025-08-10 03:01:01,0.5,ESTABLE,0.1328549557310538
1152321,678,47,-3.939339,-73.37488,130.0,1.418,0.10235000000000002,,,2,,0.8,,,14.0,1,0.0,,,,,,,,,14.0,2025-08-10 03:01:01,-0.25,ESTABLE,0.8509806870320558
1261577,60133,47,-4.231024,-73.48778,96.0,1.3217155933749176,-0.000550000000000022,,,2,,0.8,,,28.571428571428573,4,0.0,,,,,,,,,28.571428571428573,2025-08-10 03:01:01,17.0,ESTABLE,0.0602891739906021
398313,60133,47,-4.231024,-73.48778,96.0,1.418,0.10235000000000002,,,2,,0.8421052631578947,,,20.272727272727277,2,0.0,,,,,,,,,20.272727272727273,2025-08-10 03:01:01,-7.6,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227
398347,60136,47,-3.91543,-73.34032,99.0,1.0666666666666667,-0.07330000000000012,,,2,,1.0,,,7.0,2,0.0,,,,,,,,,7.0,2025-08-10 03:01:01,1.75,ESTABLE,0.1884860380673747
398370,60181,47,-4.099999,-73.40438,99.0,2.3333333333333335,0.10235000000000002,,,2,,1.0,,,8.0,1,0.0,,,,,,,,,8.0,2025-08-10 03:01:01,1.0,ESTABLE,0.090873939986249
738419,601330,47,-4.020995,-73.42369,114.0,1.418,0.10235000000000002,,,2,,1.0,,,2.0,2,0.0,,,,,,,,,2.0,2025-08-10 03:01:01,1.0,ESTABLE,0.5730251193553904
738427,601331,47,-4.021036,-73.43295,124.0,1.2962023766288293,0.12759999999999994,,,2,,0.4499999999999999,,,10.5,1,0.0,,,,,,,,,10.5,2025-08-10 03:01:01,-0.469047619047619,,
1147735,601331,47,-4.021036,-73.43295,124.0,1.418,0.10235000000000002,,,2,,0.7999999999999999,,,15.714285714285714,1,0.0,,,,,,,,,15.714285714285714,2025-08-10 03:01:01,4.0,ESTABLE,0.4523703606773608
1153527,601391,47,-4.00334,-73.46991,116.0,1.8333333333333333,0.10235000000000002,,,2,,1.0,,,7.5,2,0.0,,,,,,,,,7.5,2025-08-10 03:01:01,1.0,ESTABLE,0.347558036741169
1153881,601444,47,-4.154128,-73.47423,103.0,1.4000000000000001,0.09334999999999997,,,2,,1.0,,,12.0,2,0.0,,,,,,,,,12.0,2025-08-10 03:01:01,1.0,ESTABLE,0.1884860380673747
1153964,601448,47,-3.939261,-73.37511,131.0,1.4341880341880342,0.19904999999999995,,,2,,0.8800000000000001,,,15.0,3,0.0,,,,,,,,,15.0,2025-08-10 03:01:01,-1.8,ESTABLE,0.0602891739906021
1154129,601496,47,-4.06489,-73.47512,113.0,1.418,0.10235000000000002,,,2,,0.2499999999999999,,,9.0,1,0.0,,,,,,,,,9.0,2025-08-10 03:01:01,-1.5,ESTABLE,0.4523703606773608
1563212,601511,47,-4.123805,-73.4483,106.0,1.3333333333333333,0.05999999999999982,,,2,,0.2499999999999999,,,9.0,1,0.0,,,,,,,,,9.0,2025-08-10 03:01:01,-0.2,ESTABLE,0.8509806870320558
1154368,601511,47,-4.123805,-73.4483,106.0,1.418,0.10235000000000002,,,2,,1.0,,,11.0,1,0.0,,,,,,,,,11.0,2025-08-10 03:01:01,2.6,CRECIMIENTO_SIGNIFICATIVO,0.0241705471745452
1154400,601514,47,-3.954216,-73.40653,129.0,1.5466666666666669,0.35169999999999996,,,2,,0.8,,,9.333333333333334,3,0.0,,,,,,,,,9.333333333333334,2025-08-10 03:01:01,0.0,ESTABLE,1.0
1154608,601528,47,-4.042254,-73.4378,111.0,1.418,0.10235000000000002,,,2,,0.2499999999999999,,,6.5,4,0.0,,,,,,,,,6.5,2025-08-10 03:01:01,-0.6666666666666666,ESTABLE,0.347558036741169
1148402,6010102,47,-3.948718,-73.36192,133.0,1.7,0.24334999999999984,,,2,,1.0,,,15.666666666666666,1,0.0,,,,,,,,,15.666666666666666,2025-08-10 03:01:01,3.0,ESTABLE,0.0602891739906021
651398,6010178,47,-3.97832,-73.38423,107.0,2.0,0.10235000000000002,,,2,,1.0,,,7.0,1,0.0,,,,,,,,,7.0,2025-08-10 03:01:01,0.8,ESTABLE,0.5730251193553904
1210491,6010230 BARBARA D'ACHILLE,47,-4.071509,-73.44612,106.0,1.2541650354517377,0.042699999999999856,,,2,,0.8,,,7.714285714285714,3,0.0,,,,,,,,,7.714285714285714,2025-08-10 03:01:01,-2.0,ESTABLE,0.1328549557310538
683466,6010230 BARBARA D'ACHILLE,47,-4.071509,-73.44612,106.0,1.418,0.10235000000000002,,,2,,0.8500000000000001,,,13.0,1,0.0,,,,,,,,,13.0,2025-08-10 03:01:01,-2.0,ESTABLE,0.2596563563704501
1527233,6010231,47,-4.091835,-73.4532,97.0,1.502283105022831,0.14449999999999977,,,2,,0.35,,,18.666666666666668,4,0.0,,,,,,,,,18.666666666666668,2025-08-10 03:01:01,3.25,ESTABLE,0.1884860380673747
683474,6010231,47,-4.091835,-73.4532,97.0,1.418,0.10235000000000002,,,2,,1.0,,,16.23076923076923,4,0.0,,,,,,,,,16.23076923076923,2025-08-10 03:01:01,-1.0,ESTABLE,0.8509806870320558
682211,EL MILAGRO,47,-3.93753,-73.37275,136.0,1.249406604747162,0.022599999999999974,,,2,,0.8,,,21.0,4,0.0,,,,,,,,,21.0,2025-08-10 03:01:01,13.666666666666666,CRECIMIENTO_SIGNIFICATIVO,0.0241705471745452
1261775,601563,47,-4.203145,-73.47933,98.0,1.3333333333333333,0.14334999999999992,,,2,,1.0,,,9.5,1,0.0,,,,,,,,,9.5,2025-08-10 03:01:01,1.5,ESTABLE,0.090873939986249
