codigo_modular,nombre_institucion,red_fya,entra_estudio_clustering,Y1_ILA,Y1_ILA_zscore,Y2_TD,Y2_TD_zscore,Y2_TD_categoria,X1_NVC,X1_NVC_zscore,X2_TR,X4_IDD,X4_IDD_zscore,X10_IE,X10_IE_zscore,X11_RED_zscore,X12_TOE,X13_TMATRC,X13_TMATRC_CATEGORIA,X13_TMATRC_MANN_KENDALL_P,X13_TMATRC_COEF_VARIACION,X15_MEIB,total_docentes_ajustado,metodo_ajuste,numero_fya,nombre_red_fya_matched,total_estudiantes,total_docentes,X11_RED
1261775,601563,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.5,ESTABLE,0.09087393998624904,18.0534186769688,,2.0,SIN_AJUSTE,,,,,9.5
571232,58,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,2.0,ESTABLE,0.4523703606773608,9.697088294966491,,4.0,SIN_AJUSTE,,,,,16.75
737783,467,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.0,ESTABLE,0.34755803674116903,20.16369000117954,,1.0,SIN_AJUSTE,,,,,10.0
737791,469,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,3.0,ESTABLE,0.09087393998624904,18.081678721091176,,3.0,SIN_AJUSTE,,,,,14.0
937813,489 JOSE MARIA VELAZ,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.75,ESTABLE,0.7071142312899612,15.028317941009048,,1.0,SIN_AJUSTE,,,,,17.0
938118,731,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,3.5,ESTABLE,0.09087393998624904,17.521610540629535,,3.0,SIN_AJUSTE,,,,,17.666666666666668
938142,732 VIRGEN DE MONSERRAT,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-0.25,ESTABLE,0.8509806870320558,5.183339691351171,,7.0,SIN_AJUSTE,,,,,21.571428571428573
674895,14045,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.2,ESTABLE,0.4523703606773608,3.0095661500858837,,2.0,SIN_AJUSTE,,,,,11.5
260307,14141,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.4,ESTABLE,0.18848603806737496,11.605012887910334,,2.0,SIN_AJUSTE,,,,,12.0
350447,14144 SANTA ROSA,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,19.0,SIN_AJUSTE,,,,,23.473684210526315
1785484,FE Y ALEGRIA 48,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,5.0,AJUSTE_MAX45_ADMIN,,,,,44.2
1785476,FE Y ALEGRIA 48,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,10.0,AJUSTE_MAX45_ADMIN,,,,,40.7
916023,14144 SANTA ROSA,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,19.6,ESTABLE,0.060289173990602185,4.731753854002848,,20.0,SIN_AJUSTE,,,,,18.3
260315,14145 SANTA JULIA BILLIART,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.6666666666666666,ESTABLE,0.8509806870320558,3.1750727557276432,,8.0,SIN_AJUSTE,,,,,23.875
1715820,14894,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,2.0,ESTABLE,0.09087393998624904,38.27087714730739,,1.0,SIN_AJUSTE,,,,,15.0
571745,14894,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.6666666666666667,ESTABLE,0.09087393998624904,34.40104580768907,,1.0,SIN_AJUSTE,,,,,10.0
350496,14924 DANIEL ALCIDES CARRION,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,19.0,SIN_AJUSTE,,,,,21.157894736842106
571356,14924 DANIEL ALCIDES CARRION,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-12.75,ESTABLE,0.4523703606773608,6.826522206000327,,6.0,SIN_AJUSTE,,,,,22.5
613943,14975,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-2.5,ESTABLE,0.18848603806737496,5.8844152061738475,,4.0,SIN_AJUSTE,,,,,21.75
464610,15219,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.6,ESTABLE,0.34755803674116903,17.50302083797262,,2.0,SIN_AJUSTE,,,,,8.0
464628,15220,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,4.967597139298386,,2.0,SIN_AJUSTE,,,,,7.5
355271,15304,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-2.4,DECRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,9.226957351903208,,3.0,SIN_AJUSTE,,,,,14.0
552661,15314,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.2596563563704499,9.537820913070131,,2.0,SIN_AJUSTE,,,,,13.5
561084,SAGRADO CORAZON DE JESUS,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,1.8,ESTABLE,0.09087393998624904,2.6281309982834156,,6.0,SIN_AJUSTE,,,,,22.333333333333332
355289,15383,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-3.0,ESTABLE,0.13285495573105388,28.161312184807713,,2.0,SIN_AJUSTE,,,,,4.5
673780,15478,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-0.6666666666666666,CAMBIO_LEVE_SIGNIFICATIVO,0.03877750439230665,6.348234447479172,,2.0,SIN_AJUSTE,,,,,10.0
840595,20104,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.3333333333333333,ESTABLE,0.8509806870320558,6.432175399371267,,4.0,SIN_AJUSTE,,,,,21.5
840504,20123,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-0.5,ESTABLE,1.0,25.887343971204775,,2.0,SIN_AJUSTE,,,,,9.0
626424,15055,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.25,CAMBIO_LEVE_SIGNIFICATIVO,0.024170547174545254,13.438519894596032,,2.0,SIN_AJUSTE,,,,,7.0
595082,294,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,1.8,ESTABLE,0.7071142312899612,20.948890562010504,,1.0,SIN_AJUSTE,,,,,31.0
595108,295,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.34755803674116903,18.75,,1.0,SIN_AJUSTE,,,,,16.0
715011,333-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,9.0,ESTABLE,0.060289173990602185,23.444223539132693,,4.0,SIN_AJUSTE,,,,,17.25
271379,64028,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.75,ESTABLE,0.7071142312899612,10.784479313100695,,5.0,SIN_AJUSTE,,,,,13.2
271551,64048,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.09087393998624904,6.541553074570571,,3.0,SIN_AJUSTE,,,,,13.0
275107,64115,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.8,ESTABLE,0.13285495573105388,11.63398970457361,,3.0,SIN_AJUSTE,,,,,13.666666666666666
530535,64641,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,27.735009811261456,,2.0,SIN_AJUSTE,,,,,5.0
733535,64871-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,11.5,ESTABLE,0.13285495573105388,12.331571280659947,,10.0,SIN_AJUSTE,,,,,20.4
272773,64508-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,4.696020074735376,,7.0,SIN_AJUSTE,,,,,21.428571428571427
273359,64545-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-0.6666666666666666,ESTABLE,0.4523703606773608,15.328242492389462,,2.0,SIN_AJUSTE,,,,,8.0
657122,64798,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,2.5,ESTABLE,0.2596563563704499,21.55276982890271,,3.0,SIN_AJUSTE,,,,,11.666666666666666
666677,64829,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,6.976744186046512,,2.0,SIN_AJUSTE,,,,,12.0
1568799,525-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.4,ESTABLE,0.5730251193553904,23.430313524081036,,2.0,SIN_AJUSTE,,,,,10.5
733600,64873-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,8.5,CRECIMIENTO_SIGNIFICATIVO,0.014595034919316685,13.065451481088914,,4.0,SIN_AJUSTE,,,,,17.25
807156,64949,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.5,ESTABLE,0.13285495573105388,19.871587757398753,,2.0,SIN_AJUSTE,,,,,6.5
1335744,EL MILAGRO,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,,,,,,28.0,SIN_AJUSTE,,,,,9.714285714285714
1343813,ALMIRANTE MIGUEL GRAU SEMINARIO,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-1.2,ESTABLE,0.7071142312899612,4.22503148293172,,7.0,SIN_AJUSTE,,,,,10.714285714285714
830885,64996,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,2.3333333333333335,CRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,29.33926665514679,,2.0,SIN_AJUSTE,,,,,9.0
1374834,846,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,0.5,ESTABLE,1.0,18.288978535468264,,2.0,SIN_AJUSTE,,,,,5.5
1433515,65199,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.5,CAMBIO_LEVE_SIGNIFICATIVO,0.024170547174545254,14.384237620692177,,2.0,SIN_AJUSTE,,,,,7.0
1457605,501432,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,-5.0,DECRECIMIENTO_SIGNIFICATIVO,0.014595034919316685,12.970473951520326,,4.0,SIN_AJUSTE,,,,,14.75
1772672,501432 PAPA FRANCISCO I,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,11.6,CRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,36.49409044546728,,7.0,SIN_AJUSTE,,,,,10.142857142857142
1495167,843,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,-0.3333333333333333,ESTABLE,0.18848603806737496,9.07218423253029,,1.0,SIN_AJUSTE,,,,,8.0
1516269,909,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-6.75,DECRECIMIENTO_SIGNIFICATIVO,0.014595034919316685,24.832635158323168,,3.0,SIN_AJUSTE,,,,,11.666666666666666
1516277,910,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,4.5,ESTABLE,0.09087393998624904,18.017196292770592,,3.0,SIN_AJUSTE,,,,,20.0
1402866,36789 NUESTRA SEÑORA DEL CARMEN,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,12.777531299998799,,1.0,SIN_AJUSTE,,,,,8.0
428920,36207,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,1.3333333333333333,CAMBIO_LEVE_SIGNIFICATIVO,0.008534920414227098,12.342665837992863,,3.0,SIN_AJUSTE,,,,,14.333333333333334
1625904,555-B,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,1.6666666666666667,ESTABLE,0.4523703606773608,14.532773693607412,,4.0,SIN_AJUSTE,,,,,22.5
1625938,559,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,-1.0,ESTABLE,0.060289173990602185,30.550504633038933,,1.0,SIN_AJUSTE,,,,,8.0
1625987,564,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,14.997116216449365,,1.0,SIN_AJUSTE,,,,,13.0
1626001,566,Red Fe y Alegría 72,Sí,,,,,,,,,,,,,,,0.5,ESTABLE,0.18848603806737496,23.385358667337133,,1.0,SIN_AJUSTE,,,,,9.0
1741123,501455 CRISTO REY TTIKARIY,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,0.5,ESTABLE,0.5730251193553904,7.267340968765672,,3.0,SIN_AJUSTE,,,,,18.333333333333332
1636455,501455 CRISTO REY TTIKARIY,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,6.2987830352106755,,2.0,SIN_AJUSTE,,,,,12.0
1378355,601678,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.5730251193553904,26.887245027633977,,2.0,SIN_AJUSTE,,,,,3.5
1273960,601580,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-1.2,ESTABLE,0.5730251193553904,21.181123671797963,,2.0,SIN_AJUSTE,,,,,7.5
1263219,601571,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-1.5,ESTABLE,0.18848603806737496,14.047538337136986,,2.0,SIN_AJUSTE,,,,,11.0
1682285,601571,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-0.2,ESTABLE,0.7071142312899612,30.258497887559045,,1.0,SIN_AJUSTE,,,,,9.0
1527365,808,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,0.6666666666666666,ESTABLE,1.0,18.775106876364884,,1.0,SIN_AJUSTE,,,,,9.0
1527340,809,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,0.3333333333333333,ESTABLE,0.5730251193553904,31.652651692523992,,1.0,SIN_AJUSTE,,,,,6.0
1527381,810,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-1.25,CAMBIO_LEVE_SIGNIFICATIVO,0.03877750439230665,28.78197989826109,,1.0,SIN_AJUSTE,,,,,6.0
1527373,812,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.8509806870320558,22.00974933396436,,1.0,SIN_AJUSTE,,,,,8.0
1262856,601570,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,0.0,ESTABLE,1.0,17.582825908940638,,1.0,SIN_AJUSTE,,,,,9.0
1457365,LOS RIT'IS DEL ALTO ANDINO,Red Fe y Alegría 44,Sí,,,,,,,,,,,,,,,4.5,ESTABLE,0.060289173990602185,18.201864475112718,,6.0,SIN_AJUSTE,,,,,9.5
1681212,1341,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,0.25,ESTABLE,0.8509806870320558,11.313708498984761,,3.0,SIN_AJUSTE,,,,,16.333333333333332
1236397,TECNICO MARIA TERESA DE JESUS GERHARDINGER,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,14.0,CRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,10.556618273115083,,19.0,SIN_AJUSTE,,,,,14.421052631578947
1236967,NUESTRA SEÑORA DE LA ENSEÑANZA,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,,,,,,3.0,AJUSTE_MAX45_ADMIN,,,,,30.333333333333332
1527399,811,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,0.8,ESTABLE,0.13285495573105388,25.171587463388107,,1.0,SIN_AJUSTE,,,,,7.0
1715416,1416,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,1.2,ESTABLE,0.34755803674116903,28.98005779842408,,1.0,SIN_AJUSTE,,,,,12.0
1715424,1417,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-3.0,ESTABLE,0.09087393998624904,46.89932286569573,,1.0,SIN_AJUSTE,,,,,7.0
1715440,1419,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,2.3333333333333335,ESTABLE,0.34755803674116903,16.206807822747727,,3.0,SIN_AJUSTE,,,,,16.666666666666668
1745710,1558,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,-1.3333333333333333,ESTABLE,0.8509806870320558,23.00971007818684,,1.0,SIN_AJUSTE,,,,,16.0
1745728,1559,Red Fe y Alegría 48,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,0.34755803674116903,13.096961772227047,,1.0,SIN_AJUSTE,,,,,24.0
697714,37003,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,,,,,,6.0,SIN_AJUSTE,,,,,21.333333333333332
421222,37003,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,,,,,,1.0,SIN_AJUSTE,,,,,35.0
1785138,36831,Red Fe y Alegría 79,Sí,,,,,,,,,,,,,,,1.6666666666666665,ESTABLE,0.22067136191984682,27.080566215862877,,1.0,SIN_AJUSTE,,,,,15.0
1151695,573,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,-1.3333333333333333,ESTABLE,0.060289173990602185,29.532973287733068,,1.0,SIN_AJUSTE,,,,,7.0
1791433,EL MILAGRO,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,,,,,,3.0,AJUSTE_MAX45_ADMIN,,,,,44.666666666666664
1791466,EL MILAGRO,Red Fe y Alegría 47,Sí,,,,,,,,,,,,,,,,,,,,4.0,AJUSTE_MAX45_SIAGIE_2024,,,,,37.25
1678879,693,Red Fe y Alegría 54,Sí,,,,,,,,,,,,,,,-1.3333333333333333,ESTABLE,0.34755803674116903,13.537244042266941,,1.0,SIN_AJUSTE,,,,,14.0
1781897,64346,RER Fe y Alegría 72 - Pucallpa,Sí,,,,,,,,,,,,,,,1.0,ESTABLE,1.0,25.430970843862795,,4.0,SIN_AJUSTE,,,,,6.25
2533906,YANACANCHA,RER Fe y Alegría 44 - Cusco,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,
3025715,5154 SANTIAGO ANTUNEZ DE MAYOLO,RER Fe y Alegría 79 - Acobamba,Sí,,,,,,,,,,,,,,,28.0,CRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,37.44947702013518,,6.0,SIN_AJUSTE,,,,,12.333333333333334
0428714,36153 SAYRI TUPAC,RER Fe y Alegría 79 - Acobamba,Sí,,,,,,,,,,,,,,,0.3333333333333333,ESTABLE,0.22067136191984682,8.586683792125651,,2.0,SIN_AJUSTE,,,,,12.5
0304642,64155,RER Fe y Alegría 72 - Pucallpa,Sí,,,,,,,,,,,,,,,-0.15,ESTABLE,1.0,2.961530875881022,,4.0,SIN_AJUSTE,,,,,20.25
0488403,88225,RER Fe y Alegría 54 - Moro,Sí,,,,,,,,,,,,,,,4.25,ESTABLE,0.32718687779030575,16.93234992108394,,3.0,SIN_AJUSTE,,,,,9.0
0481093,JOSE CARLOS MARIATEGUI,RER Fe y Alegría 79 - Acobamba,Sí,,,,,,,,,,,,,,,,,,,,72.0,SIN_AJUSTE,,,,,13.25
1768829,1574,RER Fe y Alegría 48 - Malingas,Sí,,,,,,,,,,,,,,,-0.5,ESTABLE,0.4523703606773608,21.640692207705605,,1.0,SIN_AJUSTE,,,,,7.0
0600692,NUESTRA SE¥ORA DE LA CANDELARIA,RER Fe y Alegría 79 - Acobamba,Sí,,,,,,,,,,,,,,,-21.0,DECRECIMIENTO_SIGNIFICATIVO,0.0274863361115103,12.028121527131658,,35.0,SIN_AJUSTE,,,,,7.571428571428571
