codigo_local,nombre_institucion,region,provincia,distrito,codigos_modulares,niveles_educativos,modalidades,area_censo,es_rural,es_fya,total_alumnos,total_docentes,latitud,longitud,numero_fya,unidad_ejecutora
367466,FE Y ALEGRIA 46 WILHEM ROSSMAN,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,"1151661, 1153162, 1210137","Primaria, Inicial - Jardín, Secundaria",EBR,Urbana,0,1,896,37.0,-3.77839,-73.29181,FA 46,UGEL MAYNAS
378709,MISIONAL GORETTI,DRE LORETO,ALTO AMAZONAS,LAGUNAS,301408,Primaria,EBR,Urbana,0,1,445,22.0,-5.227852,-75.67991,FA 80,UGEL ALTO AMAZONAS-YURIMAGUAS
38116,FE Y ALEGRIA 14,DRE ANCASH,SANTA,NUEVO CHIMBOTE,"359042, 495234","Primaria, Secundaria",EBR,Urbana,0,1,1521,76.0,-9.11353,-78.53686,FA 14,UGEL SANTA
396746,FE Y ALEGRIA 66 BUEN SOCORRO,DRE JUNIN,HUANCAYO,CHILCA,"1324185, 1324193, 1324201","Primaria, Secundaria, Inicial - Jardín",EBR,Urbana,0,1,740,41.0,-12.09812,-75.19997,FA 66,UGEL HUANCAYO
399896,FE Y ALEGRIA 52,DRE MOQUEGUA,ILO,ILO,"1257245, 1276120, 1547231","Primaria, Secundaria, Inicial - Jardín",EBR,Urbana,0,1,893,47.0,-17.64403,-71.31535,FA 52,UGEL ILO
412138,FE Y ALEGRIA 49,DRE PIURA,PIURA,VEINTISEIS DE OCTUBRE,"1186451, 1236686, 1553726","Primaria, Inicial - Jardín, Secundaria",EBR,Urbana,0,1,716,38.0,-5.18236,-80.68428,FA 49,UGEL PIURA
412906,FE Y ALEGRIA 15,DRE PIURA,PIURA,CASTILLA,"1207166, 535195, 613547","Inicial - Jardín, Secundaria, Primaria",EBR,Urbana,0,1,901,43.0,-5.227286,-80.61153,FA 15,UGEL PIURA
415599,58,DRE PIURA,PIURA,TAMBO GRANDE,571232,Inicial - Jardín,RER,Rural,1,1,67,4.0,-4.9417,-80.2393,RER FA 48,UGEL TAMBOGRANDE
415702,467,DRE PIURA,PIURA,TAMBO GRANDE,737783,Inicial - Jardín,RER,Rural,1,1,10,1.0,-4.8548,-80.2225,RER FA 48,UGEL TAMBOGRANDE
415716,469,DRE PIURA,PIURA,TAMBO GRANDE,737791,Inicial - Jardín,RER,Rural,1,1,42,3.0,-4.8479,-80.217,RER FA 48,UGEL TAMBOGRANDE
415735,489 JOSE MARIA VELAZ,DRE PIURA,PIURA,TAMBO GRANDE,937813,Inicial - Jardín,RER,Rural,1,1,17,1.0,-4.9175,-80.2198,RER FA 48,UGEL TAMBOGRANDE
415844,731,DRE PIURA,PIURA,TAMBO GRANDE,938118,Inicial - Jardín,RER,Rural,1,1,53,3.0,-4.9632,-80.2756,RER FA 48,UGEL TAMBOGRANDE
415858,732 VIRGEN DE MONSERRAT,DRE PIURA,PIURA,TAMBO GRANDE,938142,Inicial - Jardín,RER,Urbana,0,1,151,7.0,-4.9286,-80.2506,RER FA 48,UGEL TAMBOGRANDE
416023,14045,DRE PIURA,PIURA,TAMBO GRANDE,674895,Primaria,RER,Rural,1,1,23,2.0,-4.85,-80.1801,RER FA 48,UGEL TAMBOGRANDE
416061,14141,DRE PIURA,PIURA,TAMBO GRANDE,260307,Primaria,RER,Rural,1,1,24,2.0,-4.855,-80.2233,RER FA 48,UGEL TAMBOGRANDE
416099,14144 SANTA ROSA,DRE PIURA,PIURA,TAMBO GRANDE,"350447, 916023","Primaria, Secundaria",RER,Urbana,0,1,812,39.0,-4.9306,-80.2501,RER FA 48,UGEL TAMBOGRANDE
416099,FE Y ALEGRIA 48,DRE PIURA,PIURA,TAMBO GRANDE,"1785476, 1785484","Básica Alternativa-Inicial e Intermedio, Básica Alternativa-Avanzado",EBA,Urbana,0,1,628,7.0,-4.9306,-80.2501,FA 48,UGEL TAMBOGRANDE
416103,14145 SANTA JULIA BILLIART,DRE PIURA,PIURA,TAMBO GRANDE,260315,Primaria,RER,Rural,1,1,191,8.0,-4.846,-80.2182,RER FA 48,UGEL TAMBOGRANDE
416155,14894,DRE PIURA,PIURA,TAMBO GRANDE,"1715820, 571745","Inicial - Jardín, Primaria",RER,Rural,1,1,25,2.0,-4.881,-80.1986,RER FA 48,UGEL TAMBOGRANDE
416198,14924 DANIEL ALCIDES CARRION,DRE PIURA,PIURA,TAMBO GRANDE,"350496, 571356","Primaria, Inicial - Jardín",RER,Rural,1,1,537,25.0,-4.952,-80.2495,RER FA 48,UGEL TAMBOGRANDE
416264,14975,DRE PIURA,PIURA,TAMBO GRANDE,613943,Primaria,RER,Rural,1,1,87,4.0,-4.962,-80.2751,RER FA 48,UGEL TAMBOGRANDE
416513,15219,DRE PIURA,PIURA,TAMBO GRANDE,464610,Primaria,RER,Rural,1,1,16,2.0,-4.898373,-80.15871,RER FA 48,UGEL TAMBOGRANDE
416527,15220,DRE PIURA,PIURA,TAMBO GRANDE,464628,Primaria,RER,Rural,1,1,15,2.0,-4.8343,-80.1667,RER FA 48,UGEL TAMBOGRANDE
416589,15304,DRE PIURA,PIURA,TAMBO GRANDE,355271,Primaria,RER,Rural,1,1,42,3.0,-4.9173,-80.2198,RER FA 48,UGEL TAMBOGRANDE
416594,15314,DRE PIURA,PIURA,TAMBO GRANDE,552661,Primaria,RER,Rural,1,1,27,2.0,-4.920441,-80.19533,RER FA 48,UGEL TAMBOGRANDE
416650,SAGRADO CORAZON DE JESUS,DRE PIURA,PIURA,TAMBO GRANDE,561084,Primaria,RER,Rural,1,1,134,6.0,-4.94231,-80.23896,RER FA 48,UGEL TAMBOGRANDE
416669,15383,DRE PIURA,PIURA,TAMBO GRANDE,355289,Primaria,RER,Rural,1,1,9,2.0,-4.8894,-80.2122,RER FA 48,UGEL TAMBOGRANDE
416773,15478,DRE PIURA,PIURA,TAMBO GRANDE,673780,Primaria,RER,Rural,1,1,20,2.0,-4.8315,-80.204,RER FA 48,UGEL TAMBOGRANDE
416914,20104,DRE PIURA,PIURA,TAMBO GRANDE,840595,Primaria,RER,Rural,1,1,86,4.0,-4.976114,-80.22945,RER FA 48,UGEL TAMBOGRANDE
416952,20123,DRE PIURA,PIURA,TAMBO GRANDE,840504,Primaria,RER,Rural,1,1,18,2.0,-4.9443,-80.2609,RER FA 48,UGEL TAMBOGRANDE
422793,15055,DRE PIURA,AYABACA,SAPILLICA,626424,Primaria,RER,Rural,1,1,14,2.0,-4.878228,-80.14346,RER FA 48,UGEL SULLANA
436200,FE Y ALEGRIA 18,DRE PIURA,SULLANA,SULLANA,"1208214, 354472, 535104","Inicial - Jardín, Primaria, Secundaria",EBR,Urbana,0,1,1512,74.0,-4.9045,-80.6741,FA 18,UGEL SULLANA
459989,27 SANTA LUCIA FE Y ALEGRIA,DRE PUNO,MELGAR,MACARI,"1155530, 227900, 239905","Inicial - Jardín, Primaria, Secundaria",EBR,Urbana,0,1,559,51.0,-14.7706,-70.9043,FA 27,UGEL MELGAR
467178,286 SANTA MARIA DE LA PROVIDENCIA FE ALEGRIA 56,DRE PUNO,SANDIA,SAN JUAN DEL ORO,229799,Inicial - Jardín,EBR,Rural,1,1,58,3.0,-14.2214,-69.1558,FA 56,UGEL SANDIA
467178,72422 SANTA MARIA DE LA PROVIDENCIA FE Y ALEGRIA 56,DRE PUNO,SANDIA,SAN JUAN DEL ORO,386755,Primaria,EBR,Rural,1,1,171,11.0,-14.2214,-69.1558,FA 56,UGEL SANDIA
467178,SANTA MARIA DE LA PROVIDENCIA,DRE PUNO,SANDIA,SAN JUAN DEL ORO,1584150,Técnico Productiva,CETPRO,Rural,1,1,35,2.0,-14.2214,-69.1558,FA 56,UGEL SANDIA
467178,SANTA MARIA DE LA PROVIDENCIA FE Y ALEGRIA 56,DRE PUNO,SANDIA,SAN JUAN DEL ORO,701284,Secundaria,EBR,Rural,1,1,136,14.0,-14.2214,-69.1558,FA 56,UGEL SANDIA
4734,FE Y ALEGRIA 62 SAN JOSE,DRE AMAZONAS,BAGUA,IMAZA,"1104801, 1401124, 402248","Secundaria, Inicial - Jardín, Primaria",EBR,Rural,1,1,430,28.0,-5.154846,-78.2885,FA 62,UGEL IBIR-IMAZA
487096,SAN JOSE FE Y ALEGRIA 40,DRE TACNA,TACNA,TACNA,"843326, 876441","Primaria, Secundaria",EBR,Urbana,0,1,920,48.0,-18.0033,-70.25711,FA 40,UGEL TACNA
493295,294,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,595082,Inicial - Jardín,RER,Rural,1,1,31,1.0,-8.430011,-74.24303,RER FA 72,UGEL CORONEL PORTILLO
493304,295,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,595108,Inicial - Jardín,RER,Rural,1,1,16,1.0,-8.53039,-74.38295,RER FA 72,UGEL CORONEL PORTILLO
493441,333-B,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,715011,Inicial - Jardín,RER,Rural,1,1,69,4.0,-8.551025,-74.36524,RER FA 72,UGEL CORONEL PORTILLO
493945,64028,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,271379,Primaria,RER,Rural,1,1,66,5.0,-8.43433,-74.24007,RER FA 72,UGEL CORONEL PORTILLO
494049,64048,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,271551,Primaria,RER,Rural,1,1,39,3.0,-8.525052,-74.39294,RER FA 72,UGEL CORONEL PORTILLO
494351,64115,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,275107,Primaria,RER,Rural,1,1,41,3.0,-8.530322,-74.38258,RER FA 72,UGEL CORONEL PORTILLO
494643,64641,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,530535,Primaria,RER,Rural,1,1,10,2.0,-8.441395,-74.34148,RER FA 72,UGEL CORONEL PORTILLO
495100,64871-B,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,733535,Primaria,RER,Urbana,0,1,204,10.0,-8.36197,-74.53072,RER FA 72,UGEL CORONEL PORTILLO
495746,FE Y ALEGRIA 65,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,"1329580, 1329788, 1376854","Inicial - Jardín, Primaria, Secundaria",EBR,Urbana,0,1,693,38.0,-12.12732,-76.94741,FA 65,UGEL 01 SAN JUAN DE MIRAFLORES
495850,64508-B,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,272773,Primaria,RER,Rural,1,1,150,7.0,-8.550823,-74.36554,RER FA 72,UGEL CORONEL PORTILLO
498448,64545-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,273359,Primaria,RER,Rural,1,1,16,2.0,-8.49823,-74.26322,RER FA 72,UGEL CORONEL PORTILLO
498486,64798,DRE UCAYALI,CORONEL PORTILLO,MASISEA,657122,Primaria,RER,Rural,1,1,35,3.0,-8.569062,-74.24886,RER FA 72,UGEL CORONEL PORTILLO
498518,64829,DRE UCAYALI,CORONEL PORTILLO,MASISEA,666677,Primaria,RER,Rural,1,1,24,2.0,-8.41556,-74.26907,RER FA 72,UGEL CORONEL PORTILLO
498561,525-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,1568799,Inicial - Jardín,RER,Rural,1,1,21,2.0,-8.576993,-74.24135,RER FA 72,UGEL CORONEL PORTILLO
498561,64873-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,733600,Primaria,RER,Rural,1,1,69,4.0,-8.576993,-74.24135,RER FA 72,UGEL CORONEL PORTILLO
498641,64949,DRE UCAYALI,CORONEL PORTILLO,MASISEA,807156,Primaria,RER,Rural,1,1,13,2.0,-8.487032,-74.27674,RER FA 72,UGEL CORONEL PORTILLO
508409,EL MILAGRO,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1335744,Instituto Superior Tecnológico,IEST,Rural,1,1,272,28.0,-3.93737,-73.37171,FA 47,UGEL MAYNAS
508433,FE Y ALEGRIA 67 MARIA INMACULADA,DRE JUNIN,TARMA,TARMA,"1335702, 1335710, 1335728","Inicial - Jardín, Primaria, Secundaria",EBR,Urbana,0,1,366,23.0,-11.41521,-75.67847,FA 67,UGEL TARMA
514194,ALMIRANTE MIGUEL GRAU SEMINARIO,DRE CUSCO,QUISPICANCHI,CCARHUAYO,1343813,Secundaria,RER,Rural,1,1,75,7.0,-13.51765,-71.44883,RER FA 44,UGEL QUISPICANCHI
520294,64996,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,830885,Primaria,RER,Rural,1,1,18,2.0,-8.4192,-74.3039,RER FA 72,UGEL CORONEL PORTILLO
529968,FE Y ALEGRIA 68,DRE ICA,PISCO,SAN CLEMENTE,"1367341, 1367358, 1367366","Inicial - Jardín, Primaria, Secundaria",EBR,Urbana,0,1,959,47.0,-13.67795,-76.14931,FA 68,UGEL PISCO
532862,FE Y ALEGRIA 70,DRE ICA,ICA,SALAS,"1370709, 1370717, 1370725","Secundaria, Primaria, Inicial - Jardín",EBR,Urbana,0,1,923,39.0,-13.97225,-75.78186,FA 70,UGEL ICA
535974,846,DRE HUANCAVELICA,ACOBAMBA,CAJA,1374834,Inicial - Jardín,RER,Rural,1,1,11,2.0,-12.90271,-74.4939,RER FA 79,UGEL ACOBAMBA
541569,CEFOP CAJAMARCA,DRE CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,"1385095, 1385103","Instituto Superior Tecnológico, Técnico Productiva","IEST, CETPRO",Urbana,0,1,289,31.0,-7.166669,-78.48914,FA 57BA,DRE CAJAMARCA
545256,SANTA MARIA DE NIEVA - FE Y ALEGRIA 74,DRE AMAZONAS,CONDORCANQUI,NIEVA,1389972,Instituto Superior Tecnológico,IEST,Urbana,0,1,153,21.0,-4.6009,-77.8693,FA 74,UGEL CONDORCANQUI
549546,FE Y ALEGRIA 77,DRE ICA,PISCO,TUPAC AMARU INCA,"1393578, 1393586, 1393594","Inicial - Jardín, Primaria, Secundaria",EBR,Urbana,0,1,766,39.0,-13.71631,-76.14418,FA 77,UGEL PISCO
562284,SOCOTA,DRE CAJAMARCA,CUTERVO,SOCOTA,1411255,Técnico Productiva,CETPRO,Urbana,0,1,73,5.0,-6.317786,-78.69809,FA 69,UGEL CUTERVO
564688,FE Y ALEGRIA 71,DRE JUNIN,JAUJA,PANCAN,"1378702, 1396258, 1613371","Primaria, Inicial - Jardín, Secundaria",EBR,Rural,1,1,333,24.0,-11.7544,-75.4856,FA 71,UGEL JAUJA
574376,FE Y ALEGRIA 73,DRE PIURA,PAITA,PAITA,"1393602, 1393610, 1393628","Inicial - Jardín, Primaria, Secundaria",EBR,Urbana,0,1,782,33.0,-5.10621,-81.10546,FA 73,UGEL PAITA
575130,65199,DRE UCAYALI,CORONEL PORTILLO,MASISEA,1433515,Primaria,RER,Rural,1,1,14,2.0,-8.467393,-74.23505,RER FA 72,UGEL CORONEL PORTILLO
581824,FE Y ALEGRIA 83 ALCIDES VASQUEZ,DRE CAJAMARCA,HUALGAYOC,BAMBAMARCA,"1133545, 1368844","Básica Alternativa-Inicial e Intermedio, Básica Alternativa-Avanzado",EBA,Urbana,0,1,516,32.0,-6.68503,-78.51944,FA 83,UGEL HUALGAYOC
588934,501432,DRE CUSCO,QUISPICANCHI,OCONGATE,1457605,Primaria,RER,Rural,1,1,59,4.0,-13.6625,-71.28294,RER FA 44,UGEL QUISPICANCHI
588934,501432 PAPA FRANCISCO I,DRE CUSCO,QUISPICANCHI,OCONGATE,1772672,Secundaria,RER,Rural,1,1,71,7.0,-13.6625,-71.28294,RER FA 44,UGEL QUISPICANCHI
594435,FE Y ALEGRIA 59,DRE CALLAO,CALLAO,VENTANILLA,"1335637, 1381862, 1383363","Secundaria, Primaria, Inicial - Jardín",EBR,Urbana,0,1,993,53.0,-11.84209,-77.13436,FA 59,UGEL VENTANILLA
605735,843,DRE HUANCAVELICA,ACOBAMBA,POMACOCHA,1495167,Inicial - Jardín,RER,Rural,1,1,8,1.0,-12.8572,-74.4953,RER FA 79,UGEL ACOBAMBA
609427,909,DRE PIURA,PIURA,TAMBO GRANDE,1516269,Inicial - Jardín,RER,Rural,1,1,35,3.0,-4.845267,-80.22496,RER FA 48,UGEL TAMBOGRANDE
609432,910,DRE PIURA,PIURA,TAMBO GRANDE,1516277,Inicial - Jardín,RER,Rural,1,1,60,3.0,-4.9735,-80.2575,RER FA 48,UGEL TAMBOGRANDE
615843,36789 NUESTRA SEÑORA DEL CARMEN,DRE HUANCAVELICA,ACOBAMBA,MARCAS,1402866,Primaria,RER,Rural,1,1,8,1.0,-12.84136,-74.33649,RER FA 79,UGEL ACOBAMBA
615923,36207,DRE HUANCAVELICA,ACOBAMBA,POMACOCHA,428920,Primaria,RER,Rural,1,1,43,3.0,-12.8516,-74.5165,RER FA 79,UGEL ACOBAMBA
618790,FE Y ALEGRIA 61 - SANTA RAFAELA MARIA,DRE LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,1529825,Instituto Superior Tecnológico,IEST,Urbana,0,1,70,12.0,-12.21956,-76.93314,FA 61,DRE LIMA METROPOLITANA
618808,FE Y ALEGRIA 75,DRE LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,1529833,Instituto Superior Tecnológico,IEST,Urbana,0,1,294,28.0,-12.14917,-76.97024,FA 75,DRE LIMA METROPOLITANA
618827,MISIONAL GORETTI,DRE LORETO,ALTO AMAZONAS,LAGUNAS,"1265768, 1529718, 1639145","Secundaria, Inicial - Cuna-jardín, Técnico Productiva","EBR, CETPRO",Urbana,0,1,841,46.0,-5.233088,-75.67822,FA 80,UGEL ALTO AMAZONAS-YURIMAGUAS
619756,LOS MOROCHUCOS,DRE AYACUCHO,CANGALLO,LOS MOROCHUCOS,1530971,Instituto Superior Tecnológico,IEST,Urbana,0,1,74,12.0,-13.5582,-74.1954,FA 60,DRE AYACUCHO
62521,40174 PAOLA FRASSINETTI,DRE AREQUIPA,AREQUIPA,PAUCARPATA,"1799972, 219808, 308445, 617183, 896001","Inicial - Jardín, Primaria, Básica Alternativa-Inicial e Intermedio, Secundaria, Básica Alternativa-Avanzado","EBR, EBA",Urbana,0,1,1445,67.0,-16.41275,-71.49152,FA 45,UGEL AREQUIPA SUR
625583,FE Y ALEGRIA 76,DRE CALLAO,CALLAO,VENTANILLA,"1538453, 1538461, 1705029","Inicial - Jardín, Primaria, Secundaria",EBR,Urbana,0,1,885,36.0,-11.84773,-77.14598,FA 76,UGEL VENTANILLA
657550,FE Y ALEGRIA 63 SANTA MARIA DE LA PROVIDENCIA,DRE LA LIBERTAD,TRUJILLO,EL PORVENIR,"1447499, 1448588, 1448596","Primaria, Inicial - Jardín, Secundaria",EBR,Urbana,0,1,1348,53.0,-8.06637,-79.02166,FA 63,UGEL 01 - EL PORVENIR
659733,CEFOP LA LIBERTAD,DRE LA LIBERTAD,TRUJILLO,TRUJILLO,"1385079, 1419977","Instituto Superior Tecnológico, Técnico Productiva","IEST, CETPRO",Urbana,0,1,487,43.0,-8.10831,-79.02698,FA 57AA,DRE LA LIBERTAD
688976,FE Y ALEGRIA 61 - SANTA RAFAELA MARIA,DRE LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,519348,Técnico Productiva,CETPRO,Urbana,0,1,316,18.0,-12.21992,-76.93304,FA 61,UGEL 01 SAN JUAN DE MIRAFLORES
692073,555-B,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,1625904,Inicial - Jardín,RER,Urbana,0,1,90,4.0,-8.361982,-74.53038,RER FA 72,UGEL CORONEL PORTILLO
692105,559,DRE UCAYALI,CORONEL PORTILLO,MASISEA,1625938,Inicial - Jardín,RER,Rural,1,1,8,1.0,-8.467311,-74.23484,RER FA 72,UGEL CORONEL PORTILLO
692153,564,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,1625987,Inicial - Jardín,RER,Rural,1,1,13,1.0,-8.52503,-74.39321,RER FA 72,UGEL CORONEL PORTILLO
692172,566,DRE UCAYALI,CORONEL PORTILLO,MASISEA,1626001,Inicial - Jardín,RER,Rural,1,1,9,1.0,-8.487051,-74.27648,RER FA 72,UGEL CORONEL PORTILLO
712962,501455 CRISTO REY TTIKARIY,DRE CUSCO,QUISPICANCHI,OCONGATE,"1636455, 1741123","Inicial - Jardín, Primaria",RER,Rural,1,1,79,5.0,-13.6879,-71.28658,RER FA 44,UGEL QUISPICANCHI
720504,FE Y ALEGRIA 58 MARY WARD,DRE LIMA METROPOLITANA,LIMA,LURIGANCHO,"1276674, 1364264, 1506823","Inicial - Jardín, Secundaria, Primaria",EBR,Urbana,0,1,1089,52.0,-11.96924,-76.94248,FA 58,UGEL 06 ATE
740333,601678,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1378355,Primaria,RER,Rural,1,1,7,2.0,-4.071193,-73.42664,RER FA 47,UGEL MAYNAS
740347,601580,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1273960,Primaria,RER,Rural,1,1,15,2.0,-4.153114,-73.46204,RER FA 47,UGEL MAYNAS
740366,601571,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,"1263219, 1682285","Primaria, Inicial - Jardín",RER,Rural,1,1,31,3.0,-4.1562,-73.5042,RER FA 47,UGEL MAYNAS
740677,808,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1527365,Inicial - Jardín,RER,Rural,1,1,9,1.0,-3.95454,-73.40609,RER FA 47,UGEL MAYNAS
740682,809,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1527340,Inicial - Jardín,RER,Rural,1,1,6,1.0,-4.00346,-73.4695,RER FA 47,UGEL MAYNAS
740696,810,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1527381,Inicial - Jardín,RER,Rural,1,1,6,1.0,-4.042254,-73.4378,RER FA 47,UGEL MAYNAS
740719,812,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1527373,Inicial - Jardín,RER,Rural,1,1,8,1.0,-4.154128,-73.47423,RER FA 47,UGEL MAYNAS
740917,601570,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1262856,Primaria,RER,Rural,1,1,9,1.0,-4.049994,-73.42636,RER FA 47,UGEL MAYNAS
756116,LOS RIT'IS DEL ALTO ANDINO,DRE CUSCO,QUISPICANCHI,CCARHUAYO,1457365,Secundaria,RER,Rural,1,1,57,6.0,-13.54842,-71.39277,RER FA 44,UGEL QUISPICANCHI
76504,FE Y ALEGRIA 50 PADRE CARLOS SCHMIDT SJ,DRE AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,"1197987, 1598861, 424770","Primaria, Inicial - Jardín, Secundaria",EBR,Urbana,0,1,948,40.0,-13.17992,-74.21133,FA 50,UGEL HUAMANGA
765644,1341,DRE PIURA,PIURA,TAMBO GRANDE,1681212,Inicial - Jardín,RER,Rural,1,1,49,3.0,-4.975972,-80.22906,RER FA 48,UGEL TAMBOGRANDE
768869,TECNICO MARIA TERESA DE JESUS GERHARDINGER,DRE PIURA,PIURA,TAMBO GRANDE,1236397,Secundaria,RER,Rural,1,1,274,19.0,-4.845849,-80.22507,RER FA 48,UGEL TAMBOGRANDE
768925,NUESTRA SEÑORA DE LA ENSEÑANZA,DRE PIURA,PIURA,TAMBO GRANDE,1236967,Técnico Productiva,CETPRO,Urbana,0,1,91,2.0,-4.9306,-80.2501,FA 48,UGEL TAMBOGRANDE
788933,811,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1527399,Inicial - Jardín,RER,Rural,1,1,7,1.0,-3.90632,-73.41372,RER FA 47,UGEL MAYNAS
796768,1416,DRE PIURA,PIURA,TAMBO GRANDE,1715416,Inicial - Jardín,RER,Rural,1,1,12,1.0,-4.83171,-80.20365,RER FA 48,UGEL TAMBOGRANDE
796773,1417,DRE PIURA,PIURA,TAMBO GRANDE,1715424,Inicial - Jardín,RER,Rural,1,1,7,1.0,-4.88962,-80.21244,RER FA 48,UGEL TAMBOGRANDE
796792,1419,DRE PIURA,PIURA,TAMBO GRANDE,1715440,Inicial - Jardín,RER,Rural,1,1,50,3.0,-4.94572,-80.25832,RER FA 48,UGEL TAMBOGRANDE
812141,FE Y ALEGRIA 47,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1210095,Técnico Productiva,CETPRO,Rural,1,1,164,7.0,-3.93743,-73.37177,FA 46,UGEL MAYNAS
820966,1558,DRE PIURA,PIURA,TAMBO GRANDE,1745710,Inicial - Jardín,RER,Rural,1,1,16,1.0,-4.91999,-80.19511,RER FA 48,UGEL TAMBOGRANDE
820971,1559,DRE PIURA,PIURA,TAMBO GRANDE,1745728,Inicial - Jardín,RER,Rural,1,1,24,1.0,-4.913557,-80.24119,RER FA 48,UGEL TAMBOGRANDE
845165,1481,DRE PIURA,PAITA,PAITA,"1714211, 1781962","Inicial - Jardín, Primaria",EBR,Urbana,0,1,645,31.0,-5.1039,-81.1181,FA 81,UGEL PAITA
845815,37003,DRE HUANCAVELICA,ACOBAMBA,ACOBAMBA,"421222, 697714","Básica Alternativa-Inicial e Intermedio, Básica Alternativa-Avanzado",EBA,Urbana,0,1,163,7.0,-12.83894,-74.57071,FA 79,UGEL ACOBAMBA
852900,36831,DRE HUANCAVELICA,ACOBAMBA,MARCAS,1785138,Primaria,RER,Rural,1,1,15,1.0,-12.8222,-74.3815,RER FA 79,UGEL ACOBAMBA
854843,573,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,1151695,Inicial - Jardín,RER,Rural,1,1,7,1.0,-4.15333,-73.46156,RER FA 47,UGEL MAYNAS
859341,EL MILAGRO,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,"1791433, 1791466","Básica Alternativa-Inicial e Intermedio, Básica Alternativa-Avanzado",EBA,Urbana,0,1,540,11.0,-3.77845,-73.29182,FA 47,UGEL MAYNAS
862206,693,DRE ANCASH,HUAYLAS,PAMPAROMAS,1678879,Inicial - Jardín,RER,Rural,1,1,14,1.0,-9.204821,-77.97816,RER FA 54,UGEL HUAYLAS
9,VIRGEN DE LAS MERCEDES,DRE PIURA,PIURA,TAMBO GRANDE,3916573,Inicial - Programa no escolarizado,RER,Rural,1,1,9,0.0,-4.880568,-80.14513,RER FA 48,UGEL TAMBOGRANDE
99,HUARAC HUARAN,DRE ANCASH,HUAYLAS,PAMPAROMAS,838455,Inicial - Programa no escolarizado,RER,Rural,1,1,12,0.0,-9.234663,-77.96693,RER FA 54,UGEL HUAYLAS
999,MARIA AUXILIADORA,DRE PIURA,PIURA,TAMBO GRANDE,3891735,Inicial - Programa no escolarizado,RER,Rural,1,1,9,0.0,-4.84999,-80.18052,RER FA 48,UGEL TAMBOGRANDE
